사업자등록번호,기업명,대표자명
1100265323,나인정보,이재오
1100315951,하이컨드롤,한일현
1100323276,네임21,채혜원
1100344932,지오디자인,김두만
1100349276,브랜뉴컴,김재호
1100386024,사람과인터넷,박주태
1100427250,디웍스코리아,서영주
1100437438,비에스테크놀러지,기범서
1100620722,위아캐스팅,민부기
1100631632,퍼니벅스엔터테인먼트,노현준
1100633611,미래정보,최주현
1100678675,에스티엠연구소,문필성
1100735917,디자인일일구,김일연
1100736876,아이디노,박은성
1100737161,지앤유아이앤씨,김선겸
1100923943,칸정보기술,정상훈
1100962062,슬로우텐,정현욱
1101016074,제이에스아이씨티,최준식
1101037725,태양사,한창곤
1101044357,크레파스,김동현
1101059132,모아시스,형남석
1101081537,유비큐오,이해일
1101081615,인사이더,김세운
1101128053,비엠에스,김상훈
1101135006,퍼펌,김성수
1101135312,한국씨이오연구소,강경태
1101148345,대성정보통신,박종욱
1101243032,아이씨에스,김양은
1101326160,미래데이타서비스,김포라
1101420300,이레,김대호
1101459620,셰이퍼,홍성호
1101471527,씨앤테크,김재웅
1101480730,메타포,김병철
1101487126,비전피아,김종현
1101488197,엠제이닷컴,김명준
1101543315,네오소프트,최종용
1101570898,제이앤유,유지선
1101658343,참쉬운영어연구소,강영구
1101675041,시공문화사,김기현
1101734197,드림테크,이래만
1101780309,리안소프트,이기붕
1101820045,넥스트랩,정재훈
1101829390,이앤아이픽쳐스,이성아
1101834457,등기부등본인터넷발급센터,김길자
1101867531,스카이금속,이한승
1101894042,아트랩,김시연
1101918134,배너프린팅,고규영
1101929363,엠지웍스,김민선
1101932984,이프로,이원진
1101940825,호디북스,최대갑
1101965812,제이더블유컴퍼니,윤정재
1101978317,디스트릭트,이승원
1102028657,그램퍼스,진종우
1102035560,이디케이필름,김덕훈
1102037194,더블유아이디,조용훈
1102102329,정산정보통신,이동욱
1102117399,데이타클루,오은교
1102120351,스파클링스튜디오,오채영
1104365457,인포넷,엄창식
1108111078,에듀한빛,문인식
1108128487,(주)우리교육,신명철
1108134825,(주)신한디에스,조경선
1108135300,(주)미소,김중섭
1108135732,(주)한국시티정보,유채연
1108136347,엘리텍정보통신(주),민병문
1108137098,(주)월간미술,이기영
1108138836,바른정보기술(주),송인석
1108141229,(주)컴젠,김범진
1108141568,한국정보인증(주),김상준
1108142553,스탠다드네트웍스(주),이주호
1108143208,한국통신인터넷기술(주),이민수
1108144551,맥큐스인코포레이티드(주),유찬
1108144925,(주)날리지큐브,김학훈
1108145225,한성케이에스콘(주),신동하
1108146113,(주)싸이멕스,이승영
1108146170,(주)이노시뮬레이션,조준희
1108147558,(주)디유넷,김승환
1108148993,한길씨앤씨(주),신용인
1108154379,(주)한국정보문화,김재희
1108162748,(주)매일노동뉴스,박운
1108162980,만화정보,안영배
1108164315,(주)위두커뮤니케이션즈,이규하
1108164877,(주)핌넷,인치영
1108164955,(주)호디,이용훈
1108165046,(주)문예출판사,전준배
1108166822,(주)비앤케이소프트,반만수
1108167267,(주)제트콜,박현철
1108167549,(주)이더블유알,김현주
1108169149,(주)인포아이플러스,김산성
1108169659,(주)유서브,이홍기
1108173264,(주)유프리즘,차민수
1108174910,(주)비케이에스엔피,고정민
1108177047,(주)에쓰에쓰미디어판,천태영
1108177218,(주)비투아시스템즈,임창규
1108179496,이스플러스(주),백승호
1108181992,(주)필름오테르,백승창
1108182195,(주)벨아이앤에스,한성욱
1108186527,(주)아름다운정원,고재학
1108186599,(주)제이투미디어텍,정원호
1108187021,(주)에스에프플래닛,정철
1108191205,(주)트리즈코퍼레이션,김종완
1108192602,(주)엠코코아,김상덕
1108194935,(주)지나인,선현우
1108195540,(주)메타로직컨설팅,변종봉
1108195730,(주)탭더모멘텀,우정석
1108197418,참정보시스템(주),김병극
1108198566,(주)투게더,박상준
1108199930,(주)오픈놀,권인택
1108402585,월스트리트저널(미국),이태호
1108600714,(주)텐크로스,김문
1108601163,(주)파이디지털헬스케어,김유석
1108602430,아이씨티(주),소병남
1108603399,(주)케이티샛,송경민
1108603569,(주)에이오비,이종훈
1108604326,(주)에이치비엔에프,전강희
1108604762,(주)솔루오션,서동광
1108604781,(주)테이슨,김영우
1108605776,더블플러스(주),조승진
1108606339,(주)테크수다,도안구
1108606722,(주)유저해빗,정현종
1108607361,(주)에이아이딥,구자동
1108607852,(주)위컴시스템,제안나
1108608017,(주)진시스텍,박성진
1108609883,(주)뷰티티비,김종석
1108610226,(주)위션,김도균
1108612281,(주)코어잡,곽형준
1108613766,(주)월천상회,이한상
1108614765,(주)넥스트앤콤,권태윤
1108614896,(주)아이디브,안민영
1108614974,(주)나디아소프트,신용훈
1108616249,(주)비지,손민우
1108616588,아이트램퍼(주),이동원
1108616822,(주)위넌,나경모
1108700458,(주)피노,김수진
1108801231,제3의청춘(주),백준호
1109022146,휴먼어린이,김학원
1109058251,마음산책,정은숙
1109066367,옹기장이,장면수
1109087057,도서출판갈라파고스,김경수
1109094499,아이티씨,최규학
1109098608,도서출판원,정성열
1109104937,도서출판대가,김호석
1109114060,도서출판이아소,명혜정
1109134538,서원미디어,박세원
1109143890,갑진미디어,강인선
1109157093,인피니티북스,채희만
1109188067,풀빛미디어,나힘찬
1109207931,도모,손우리
1109216385,다온북스,곽철식
1109257877,그림책공작소,민찬기
1109259098,레드우드,이선애
1109743117,스튜디오이담,김지원
1109820799,세종문화,이종기
1109864142,도서출판석정,황의민
1109867042,서울고시각,김용관
1109867571,구미서관,임해진
1109881613,종합출판,문정구
1109881699,파랑새어린이,정중모
1109884513,도서출판일빛,이성우
1109890091,유토피아,이재웅
1110132658,제이엘선,김영선
1110202414,두나데이터밀,황영섭
1110269318,리안네트웍스,김민하
1110304520,디비디엠,오정록
1110938207,신미디어,김지연
1111111136,에이비씨세븐,김철수7
1111416022,제이티애드,신미영
1111535308,나린미디어,백종훈
1112172717,서울데이타시스템,이종엽
1112222555,(주)랄리시스,문성우
1112695490,제이앤제이,지고운
1112899603,대진,손석용
1114803328,씨엠랩,하태호
1118119851,(주)내일신문,문진헌
1118127351,(주)서부신문,박길성
1118129515,(주)피어슨에듀케이션코리아,아키코요시무라
1118192871,(주)에이팜스,박기언
1118600809,(주)아시안보스,박스티븐한
1118601389,(주)후원,우정권
1118700747,(주)디어유,안종오
1118700918,(주)디파인,김대선
1119012689,도서출판개미,정화숙
1119015347,도서출판산수야,권윤삼
1119049944,도서출판참솔,김혜숙
1119058797,비젼이십일,조종성
1119963217,아름다운날,김형호
1119976255,또하나의문화,유승희
1120291360,인터테인먼트,조혜숙
1120397454,케이에스텔레콤,김송중
1120421984,드림커뮤니케이션,이병국
1120466526,영데이타테크,문경환
1121161664,에피파니,김보라
1121362181,에스아이테크,김진섭
1121596972,우일시스템,이수연
1121882902,용진기업,최판식
1121884574,앤드컴,문덕규
1124908532,모모테크,유희경
1124960858,한진인터내셔날,한금수
1124963627,조은정보,정현근
1128120633,(주)아토스,이태식
1128135140,동방정보통신(주),김재현
1128151679,블루칩씨앤에스(주),임홍진
1128151951,동우에이앤이(주),김영두
1128153075,(주)대교씨엔에스,권선우
1128153186,(주)하늘사랑,홍성원
1128203932,(사)한국기상학회,윤순창
1128600312,하우텍(주),김병기
1128600516,(주)스틸맨네트웍스,이재학
1128600705,(주)모닛,박도형
1128601043,시프트원(주),이근주
1128601553,(주)티에스오,김해숙
1128700546,(주)온결,백상운
1128701166,(주)제이엘케이네트웍스,권병팔
1128801009,(주)옐로우씽크,박두수
1129023082,가람어린이,한성문
1129511785,씨앤북스,이돈환
1129513217,위즈덤아카데미,서상태
1129982842,비전플러스,김영철
1130450065,인더소울,전우인
1130488260,세원호이스트,유강석
1130498827,아이엔지소프트,김상호
1130529569,디자인딱,이한동
1130643272,오픈엔드,이상인
1130643307,아이티포럼,김연홍
1130830392,어울린,박재현
1130973684,하이텍이엔지,김재숙
1131048274,지온시스템즈,박승지
1131089580,넷클레버,임희경
1131099657,컴시스템,서상복
1131248638,현대기획,임병희
1131356421,인동기술,한현수
1131529438,찬소프트,양해중
1131540035,현시스템,김현옥
1131548513,부동산직거래일일사,양윤정
1131694028,미래씨앤에스,김경주
1131696900,아이엔엔씨,김정강
1131711266,비즈컴,현장수
1131722220,토스클론,서일호
1131734560,가산커뮤니케이션,나창환
1131770926,디자인아뜨리에,서동일
1131775799,서진유통,최민호
1131798341,다인,지달해
1131822678,더윈정보,오기훈
1131839067,더블유엔유소프트,김기환
1131843519,지알피,서건우
1131848552,씨엠,정철민
1131883826,로이스시스템즈,이현종
1131896578,인포드림,서관모
1131937601,닷츠,김환철
1131956379,엠지티,유명하
1131957801,신안테크,김주연
1131973441,하이테크,정은숙
1132032276,쏘덱,라호준
1132141525,하늘연,이희영
1132159573,반석정보통신,김선미
1132203436,아이디어시드,박종관
1132269587,한양엔지니어링,이영우
1132292152,블루웍스,서종필
1132293035,디에스테크,김도영
1132333484,이텍,배분숙
1132340423,미르텍,이정구
1132352822,마마큐,채진영
1132403600,아이티원샵,최원일
1132413786,태천인,이영훈
1132419820,플래그십,방승기
1138129812,(주)제이웨이,홍병한
1138130073,(주)맥인시스템,장경호
1138137160,(주)씨엔씨네트,이재경
1138137364,패스트엔지니어링(주),김정화
1138138005,(주)레드로버,박필조
1138138228,프로프트(주),구제현
1138145772,(주)래대테크,이명호
1138146922,(주)율호,이정남
1138153006,(주)이노셈코리아,최운용
1138155149,(주)유니온앤이씨,김승백
1138157661,(주)지비엠아이엔씨,방기석
1138158831,(주)네오소프트뱅크,김성용
1138158879,노킹온(주),이태훈
1138159863,(주)아름넷닷컴,김광호
1138160190,(주)즈믄넷,차종관
1138160244,(주)링네트,이주석
1138161466,한국소프트스페이스(주),최종필
1138163407,(주)맨아이텍,강석주
1138164236,(주)비주얼소프트,천선미
1138172186,지오리포트,유만찬
1138172492,(주)미래아이티,이찬종
1138174113,(주)넷꼬모,임일
1138178569,(주)명광정보기술,정강진
1138179025,(주)보은정보시스템,이영길
1138182189,브이알포토(주),곽정국
1138183932,(주)베스티어,박주연
1138184945,에스엠티정보기술(주),이묵희
1138185610,포맨텍아이티서비스(주),박훈배
1138186322,신승이엔에스(주),최승규
1138186375,(주)에스브이코리아,김호문
1138186661,(주)이프론트,박근영
1138188484,(주)미래아이엔텍,김명식
1138189391,(주)위즈인포넷,여양동
1138189974,(주)네오넥스소프트,최병수
1138190525,(주)로이츠나인,허제유
1138190656,오케이데이터시스템(주),편영범
1138190938,(주)비에스뱅크,김찬회
1138192692,(주)르노소프트,서동현
1138192746,(주)이에이치피아이솔루션,두진우
1138193328,씽크소프트웨어(주),이광열
1138195710,(주)지이피,박무완
1138195952,(주)디알인포텍,이진성
1138196801,엘에스웨어(주),김민수
1138197116,제이씨스퀘어(주),마송훈
1138197173,(주)스카이패스텔레콤,노치홍
1138197547,아이티노바(주),김경호
1138401625,(주)위프로리미티드,장기영
1138511300,이룸,김정탁
1138527277,(주)씨앤앰구로케이블티브이,김덕일
1138600654,한국모바일인증(주),박종진
1138602012,아이디피(주),노현철
1138602138,(주)아이티노매즈,김성진
1138603194,(주)파인웰시스템,최양원
1138603568,(주)동이씨엔씨,김은주
1138604679,(주)투데이게이트,김익훈
1138604965,(주)디투엘,이두희
1138606003,(주)씽크에이티,전성인
1138608767,넥시큐어시스템테크놀로지(주),고영현
1138608831,(주)이수,이민현
1138610017,(주)섹타나인,이경배
1138610021,이삭엔지니어링(주),김범수
1138610133,(주)메이드인헤븐,윤정규
1138610415,(주)유랩,최영욱
1138610680,아티스시스템(주),박용식
1138611016,티쓰리큐(주),박병훈
1138611729,한국티에이치바스,이경욱
1138612510,(주)에스엘디티,한문일
1138613668,(주)디에이치네트웍스,여인수
1138614764,(주)이노가드,최용기
1138615569,(주)아이티스마트,박호종
1138616194,에이원디앤에스,안주영
1138616739,(주)클라우드팡,최성필
1138616909,(주)두루안,김명락
1138616914,글로벌써티(주),김은정
1138617039,(주)미디어문,한병석
1138618149,(주)아이티오솔루션,김정립
1138621737,(주)케이시랜드,장성
1138622298,(주)에코아이티,최재성
1138623754,(주)이산로봇,정원민
1138623773,(주)카드밴넷,조일형
1138625577,(주)퍼니글루,백창흠
1138626289,(주)인텔리언,이일우
1138626601,(주)플레시온,심상익
1138626635,(주)피닉스다트,이승윤
1138627196,(주)투윈피플즈,김종한
1138627629,(주)이지미디어,이지영
1138628628,인포세이프(주),이승은
1138628797,(주)허그웰시스템,김상용
1138629613,(주)자바네트웍스,김태환
1138632423,(주)트라이톤소프트,전홍준
1138633193,(주)에이엔티홀딩스,고경환
1138633233,(주)사이트갤럭시,김동현
1138633548,(주)비즈윈,김현구
1138633927,디지엠정보기술(주),권혁태
1138634377,(주)레드소프트,조용현
1138635449,(주)이노티움,이형택
1138637170,(주)아이에스비컨설팅,임수빈
1138637734,(주)나비소프트,정완진
1138638242,(주)뉴인,한기남
1138638276,(주)위썸,정동원
1138639197,(주)에스엘에스,손석연
1138639464,로엠텍(주),김종현
1138640471,(주)솔루션즈온넷,최진용
1138640603,(주)서윤소프트,박용수
1138641034,(주)코러스아이시티,이재모
1138642090,(주)에스에스알,고필주
1138642315,(주)큐브피아,권석철
1138642713,(주)아이스페이스텍,노기석
1138644104,(주)랜덤웍스,황우
1138644405,(주)유비젠에스엔티,윤영숙
1138644481,세원아이티(주),손승휘
1138644517,(주)인투엘시스템,김인중
1138645044,(주)인키움넷,문성식
1138645480,(주)페이즈캣,김진혁
1138645592,(주)미르헨지,김진영
1138645651,에이엠정보(주),여운자
1138645684,(주)이츠코리아,염무생
1138645985,(주)스마트정보,이동환
1138646816,(주)모건시스,임종필
1138647834,(주)맥스피아,김덕진
1138648401,(주)에이펙스아이티,이상엽
1138649036,비엔아이에스(주),윤정숙
1138651186,(주)더존미디어,김호성
1138651245,(주)엔플린트,김태용
1138651847,하나로드림(주),윤철식
1138652735,녹원정보기술(주),윤명록
1138653812,(주)오스코,엄세웅
1138654621,(주)엔피테크,한경희
1138656463,(주)네임,이경수
1138656537,(주)유디아이디,정재훈
1138656560,(주)코이드,황대철
1138656838,(주)아이유원텔레콤,이건준
1138656880,(주)레드휘슬,황성식
1138657104,(주)엔엠플러스,김석태
1138657332,(주)지케스,박영찬
1138657685,(주)우보아이티,범경규
1138658501,(주)유피오,김무승
1138659382,(주)아바시스템즈,주종희
1138659422,(주)리얼오쏘,박원영
1138660268,(주)지젠소프트,강병철
1138660327,(주)위드네트,박정원
1138660593,(주)알통,정은숙
1138660934,(주)인라이플,이근옥
1138661613,(주)엔티시스,김대진
1138662849,(주)씨티스,이영미
1138663076,(주)프리코어,홍성표
1138663493,(주)위슨테크놀로지,김기만
1138663514,넥스코어(주),차기환
1138663760,레트로봇(주),이달
1138663829,(주)포스넷,이훈주
1138664890,(주)에프원시큐리티,이대호
1138666409,(주)조이풀게임즈,엄주봉
1138666767,(주)아이티퍼스트,이경숙
1138667048,(주)지노아이티,김희방
1138667577,(주)가디언즈,손충길
1138667771,한국피엠오(주),어수균
1138668595,(주)다쏘,이충헌
1138668751,(주)지티이,김태원
1138669162,(주)비제이티,김혁
1138669653,(주)리원에이스,김태성
1138670709,한국아이티협동조합,노치환
1138671237,(주)이츠인,김일균
1138671523,소프팅스(주),정회준
1138671557,(주)헤셀,최형식
1138672575,(주)시스메이트,정종균
1138673313,(주)모렌소프트,김민아
1138673915,스튜디오이온(주),강대일
1138674189,(주)미디소프트,황상철
1138674423,(주)항진,김유철
1138674476,(주)한국컨텐츠원,김명희
1138676061,티팟스튜디오(주),박민지
1138676251,(주)의식주테크랩,조정선
1138676533,(주)아이트리소프트,홍수종
1138677828,아이티지이(주),안명기
1138677982,(주)유디엔티,박정희
1138678389,(주)오토피온,윤영균
1138678661,(주)터치싸인솔루션,김용준
1138679165,(주)드림아이시스템,유원준
1138679184,(주)이노서티,김정욱
1138679753,(주)에이블네트워크,이종화
1138680298,(주)엔씨엘씨,노치환
1138680885,매플렉스(주),백승구
1138680944,(주)세종아이티엘,박준규
1138682087,(주)인벤티스,오훈택
1138682485,(주)지멘,이호진
1138682919,(주)브람스,길찬익
1138683387,(주)플렉스넷,문택진
1138683640,(주)다원기술,김정연
1138683714,(주)피알레버,배경철
1138684071,(주)앱튜브,안성우
1138684386,(주)스텍,이창석
1138684483,(주)더블루캔버스,조은화
1138685731,(주)리오소프트,이찬
1138686079,(주)우즈만,김남희
1138686822,(주)아이드론,정동일
1138686837,(주)이젠시스,전경일
1138687234,(주)데이타트러스트,장한승
1138688489,(주)모션시스템즈,박성중
1138689061,(주)메타소프트,김봉길
1138689528,우리윈시스템(주),황숙형
1138690025,제이제이티코퍼레이션(주),이종남
1138690044,(주)로켓츠,위재철
1138690122,(주)온더레벨,장석호
1138690855,(주)이지씨엔에스아이,조연안
1138691913,(주)투비스마트,김광
1138692284,(주)더웹스타일,신우석
1138693075,(주)구르미,노황민
1138693191,(주)스마트아이티,문경율
1138693357,(주)한국엔텍,박병익
1138694865,(주)디디엠이십사,서정암
1138700030,(주)인덱스솔루션,김종근
1138700520,(주)코드브릿지,이형석
1138700985,(주)네오컴즈,김종우
1139062905,철수와영희,김은지
1140130270,제이컴시스템,전경호
1140255486,이너넷,주형준
1140356425,문스튜디오,문대현
1140595330,가감인터렉티브,김은식
1140599729,하드보일드뮤직,이성수
1140628099,이충호,이충호
1140666792,숍인숍창업정보,한상호
1141036714,제이엠,최준현
1141634265,탑솔루션,손동환
1148110728,(주)미래아이앤지,김학수
1148137557,(주)코리아로터리서비스,김승규
1148164826,(주)이썸테크,곽화섭
1148169739,(주)코테크시스템,민현정
1148172137,(주)유니버스시스템,선오상
1148179504,에이스텔(주),박진철
1148183347,양재아이티(주),김영숙
1148183541,(주)잘레시아,이상준
1148184313,모닝정보(주),진환구
1148187983,(주)셀바스에이아이,곽민철
1148193597,(주)엠게임,권이형
1148195479,이매니지먼트(주),나상억
1148196221,(주)미디어로그,남승한
1148196712,(주)어은정보통신,임광빈
1148197569,(주)칼라짚미디어,이상용
1148198200,(주)브이티브이,이강천
1148198573,(주)팀인터페이스,이성혜
1148199494,(주)다이나믹미디어,신은철
1148208836,(사)교회정보기술연구원,이동현
1148600263,스마트드림(주),김귀영
1148603256,용컨설팅(주),김미정
1148606836,(주)다인씨앤씨,이명훈
1148608381,(주)퍼니웍,김태중
1148612584,씽크프로(주),강석
1148614748,(주)나우에스엔티,심성보
1148617783,(주)한국전산감리원,최규택
1148618986,(주)디에이치엔벨류,김동환
1148621195,(주)시너지미디어,강유신
1148622025,(주)에프씨씨테크,박건준
1148626278,(주)라인컴시스템,김운곤
1148628413,(주)스마트딥,박영만
1148629028,(주)스카이웨어,우제일
1148631897,(주)오램,정도원
1148633648,(주)케이알정보기술,김진형
1148637116,(주)데브구루,송지호
1148637474,(주)티아이에스정보통신,이동헌
1148637590,(주)어빌리티시스템즈,신재일
1148642166,(주)플래티어,이상훈
1148645843,(주)카프리테크,이미옥
1148646084,포아센시스템즈(주),강원익
1148647351,(주)사이버테크프랜드,김정혁
1148648855,중국항신한국(주),조우준
1148649489,(주)유비코아이티,오정섭
1148649591,(주)위버시스템즈,최병무
1148650948,(주)디자인뱅크,최식락
1148652062,(주)크레비원,주정현
1148652344,(주)투비닉스,송창선
1148652548,(주)자우미디어,최윤희
1148652626,(주)이엑스큐브,고배석
1148657223,(주)시스그램,최세연
1148659124,(주)태나컴즈,임장혁
1148659196,(주)배론,이상호
1148660280,(주)판테라픽쳐스,황삼곤
1148664398,(주)온원엔터테인먼트,정병석
1148665058,(주)코비즈라인,신화성
1148665252,(주)웰티에이씨,기혜금
1148665932,웹액츄얼리코리아(주),오상준
1148667129,(주)트리토,박은신
1148668069,(주)에스메이트,성신호
1148668429,(주)퍼니이브,양주일
1148668661,(주)이에이치네트웍스,심병선
1148670930,씨앤에프시스템(주),박정수
1148672490,(주)에프엔피코리아,신희철
1148673034,(주)듀얼에스디,민승달
1148675987,(주)서인시스템,이원근
1148676782,(주)태권라인미디어,임성민
1148680480,(주)퐁가시스템,조외현
1148680971,지케이솔루텍(주),김학선
1148681679,넷코어파트너스(주),조영민
1148682246,한민족(주),이성익
1148683769,(주)맥스트,박재완
1148685559,(주)아이포트폴리오,김성윤
1148686878,(주)이노포스트,김금여
1148687843,(주)님버스네트웍스,김영
1148689540,카테노이드(주),김형석
1148692399,(주)지더블유캐드코리아,최종복
1148692462,(주)엔진스튜디오,배준영
1148693568,(주)하람아이,진성훈
1148700538,(주)미디어포스얼라이언스,허승일
1148700595,(주)미디어포스앤컴퍼니,최충헌
1148700862,(주)한국클루아이,박희준
1148700988,(주)아이심시큐리티,박선화
1148702574,윈클라우드(주),최병도
1148704155,(주)레이월드,배수진
1148704586,(주)컨버시드,이상복
1148705120,에스라컨설팅(주),이영수
1148706866,원광종합건설(주),윤영수
1148706944,(주)엔지스,노재덕
1148707813,(주)블링크,황신혁
1148708622,(주)티데이타시스템즈,최애연
1148709131,(주)이엠포커스,유재성
1148712937,(주)티티카카티비,김태형
1148713197,온시큐리티(주),강형구
1148713431,아이티아이컨설팅(주),정상열
1148713936,(주)케이사인,최승락
1148714518,(주)메이킹에이프린트,홍재준
1148714916,(주)알앤씨미디어,오창석
1148715405,(주)에이블유컴즈,하수진
1148716364,(주)패튼코,엄정한
1148717422,(주)커머스톤컨설팅,이송연
1148718339,(주)강스정보,강현국
1148719037,(주)골프큐브,정웅기
1148719338,(주)멜로다임,조지현
1148719717,(주)마그넷,김소희
1148721950,(주)지엘티씨엔티,김재영
1148725451,(주)용달의기사,최병선
1148800495,(주)코어정보,송명훈
1158601358,(주)알케미랩,김한샘
1158701388,(주)앱플랫폼,김춘남
1158800178,비즈니아(주),이병석
1160121248,에이에스씨,이형근
1160129819,씨에스엠,이건종
1160152775,토웬,서정민
1160155369,아이텍정보코디,신승식
1161064462,아이엔아이,염영수
1168119477,(주)엘지씨엔에스,김영섭
1168124039,(주)에이시에스,김상하
1168130832,(주)지아이에스,여호영
1168131826,(주)상아매니지먼트컨설팅,김유길
1168132242,한전케이디엔(주),김장현
1168133315,엘지히다찌(주),김수엽
1168135346,펜타시스템테크놀러지(주),장종준
1168135759,(주)일류정보기술,김재희
1168136398,(주)이직스네트웍스,방정희
1168136893,(주)데이타게이트코리아,신현주
1168137266,(주)에스티지코리아,이근진
1168137757,(주)씨에이에스,전영하
1168137908,(주)한국트렌드마이크로,마헨드라네기
1168141469,유한테크노스(주),허석호
1168144243,시스템테크(주),김운경
1168149632,(주)동심하이테크,박종만
1168151287,(주)이지아이아이앤디,황인택
1168152044,(주)엠씨에스텍,우희탁
1168152554,한국인식산업(주),이명성
1168160428,아이캔매니지먼트(주),이대훈
1168165189,펜타시큐리티시스템(주),이석우
1168165762,(주)연합정보기술,이성도
1168167659,(주)나이스컴컨설팅,박춘
1168169322,진맥정보통신(주),정춘기
1168169526,(주)제인씨앤씨,안병기
1168169924,케이아이티밸리(주),장미호
1168170630,(주)제이테크시스템,김영숙
1168172244,유니온시스템정보(주),유연오
1168172773,(주)한컴위드,김현수
1168172846,(주)아이디티,황하종
1168173879,미래로정보기술(주),이장빈
1168174179,(주)티티컴,장문기
1168175289,(주)메타트렌드,유인오
1168176255,(주)에스비에스콘텐츠허브,김휘진
1168700965,(주)넥스트블록,정규화
1170239618,컨펌투,이수복
1170459020,코드원,이규만
1170525944,화인예스,김규순
1170578188,남서울통신,송명진
1170672857,하이브리드미디어,이종민
1170683602,디자인림,임영택
1170796782,학림엔지니어링,윤혜련
1170822628,두현,김영화
1170843453,박지순컨설팅,박지순
1170924657,동원시스템,유승훈
1171058304,위드코리아,김정진
1171090532,베리소프트,허현
1171124330,해뜰커뮤니케이션,윤지희
1171127375,더블유제이소프트,주우진
1171146635,헬로브이,남준호
1171277305,씨엔에스,심독자
1171470005,전국꽃배달협회,이영준
1171583133,엠투,안규영
1178112521,한성정보기술(주),한병성
1178113423,(주)엘지헬로비전,송구영
1178127456,(주)이라이프커뮤니케이션,민경찬
1178127820,(주)후즈닷컴,류종헌
1178130043,(주)인젠트,장인수
1178132487,두원유엠에스(주),김선욱
1178133190,(주)자음과모음,강병철
1178135368,(주)아이엔키,강동훈
1178136504,(주)유니오텍,오대용
1178139307,신라정보기술(주),김호겸
1178141900,(주)엠피엠지,김상규
1178145959,(주)인포젠,정성화
1178145997,(주)씨넷테크놀로지,전종훈
1178147772,유니원아이앤씨(주),김윤복
1178148975,플로우마스터코리아(주),이웅기
1178154123,(주)세윤씨앤에스,이방희
1178154410,(주)지투시스넷,박준홍
1178154894,(주)삼족오,최경묵
1178155985,(주)엘루오씨앤씨,임혜연
1178159512,(주)프로덕션미디컴,김소정
1178160227,(주)다반향초,원창희
1178161323,퓨렌스(주),신현삼
1178163850,굿유즈네트웍스(주),이광수
1178165580,(주)엔에스홈쇼핑미디어센터,양종완
1178165799,(주)케이티디에스,우정민
1178166935,(주)피앤비마케팅,김화성
1178167201,윤츠,이성애
1178167875,(주)시큐인,우현균
1178167889,라이브메타,이원재
1178169456,브이앤에스컨설팅(주),신동원
1178171379,굿센씨엠에스(주),강형철
1178174473,(주)아이윌미디어,김종식
1178175093,(주)이루미소프트,이춘화
1178176883,(주)네트웍스아이엔지,김정애
1178176957,(주)더타임,오상석
1178179347,엔에스웍스(주),최일준
1178180859,인디고컨설팅(주),김용훈
1178181256,(주)힐링페이퍼,홍승일
1178181348,(주)아이티아이즈,이성남
1178182196,에스엘지(주),김성식
1178182202,엘도움,최광정
1178183399,(주)더에이치엠,김형원
1178183481,(주)애니작,이병준
1178183725,(주)후본,배영식
1178185193,씽크제너레이터(주),유원식
1178185650,(주)아이티씨랩,이경환
1178188813,(주)기원테크,김동철
1178193179,(주)아즈아플레이,최정민
1178517752,엠에스씨브레인(주)목동,안진훈
1178700217,(주)오씨모바일,박준영
1178800062,티아이(주),김은용
1188103286,(주)아르떼,황은교
1188103520,(주)첨단,이종춘
1188110583,(주)이토마토,김성휘
1188112015,(주)썬테크정보,노인선
1188115384,(주)엔디에스,김중원
1188116705,(주)한네트,김선종
1188119037,유니트정보기술(주),이충호
1188122696,(주)더사이랩스,강기모
1188132914,(주)아이티웨이브,윤경록
1188700826,(주)텐배거,안태일
1188701785,티브이코리아(주),최용석
1190214893,파피루스,우효동
1190220298,이쿤,양유석
1190436950,나이스솔루션뱅크,박재근
1190745445,파인,유영호
1190745917,아이티포럼,박세준
1190752489,에스유커뮤니케이션,김선욱
1190797244,하늘땅,장선혜
1190798199,제이에이치기획,윤준호
1190950087,파인테크,윤용덕
1191023418,엘피온,이원영
1191035078,아이테크,남철
1191113483,제이엠기획,박광희
1191154223,와인모바일,김권자
1191193231,상생공작소,김용호
1191204846,뮤오시스,김한직
1191254666,에이앤씨지,권영범
1191389653,다바다,강종철
1191409151,진영선,진영선
1191421984,디자인가든,서승균
1191422339,웹솔루션,김영삼
1191422979,사하라엔터컴,윤한규
1191523539,어센트코리아,주종수
1191587528,지식플러스,이필선
1191597410,이제이테크널러지,이의재
1191628263,에듀미,이문자
1191645068,기현,이상세
1191739656,해림,김호준
1191740226,조은컴퓨터,고석래
1191742035,동일시스템,신동일
1191756131,엘케이,이경남
1191783263,오션웹,송용범
1191823001,애드봉,김봉기
1191834852,씨에스뮤직앤,정승현
1191852414,대성텔레콤,오경미
1191874664,아이티식스,정희철
1191993974,디엠소프트,김명현
1192024793,디컴퍼니,이동관
1192234887,포스나라,강희숙
1192239607,엑스아이일렉트로닉스,이병주
1192285358,바다소프트,김현정
1198131484,(주)이삭,이천호
1198133027,지인정보기술(주),김성관
1198134647,모아아이티,황래현
1198134744,인프라소프트(주),정혜영
1198136247,(주)제로원아이티,송일영
1198136664,(주)다온,도현철
1198137168,케이엠에스랩(주),배희정
1198138003,(주)오픈마인드인포테인먼트,배도운
1198140950,(주)지엔케이닷컴,김영기
