사업자등록번호,기업명,대표자명
2208687298,(주)마이크로엘에스엠,이근식
2208688604,(주)이비이즌,이봉주
2208690115,(주)디어라인,박희경
2208700416,(주)클로닉스,남승리
2208703863,베리타스소프트웨어(주),김석한
2208705240,(주)소프트일레븐,정영민
2208706477,앤시스코리아(유),최형석
2208706782,은덕(주),김덕래
2208708344,(주)미코필름,장유진
2208708529,(주)리치브라이트,박찬욱
2208708591,(주)테너코리아,이중영
2208708645,(주)리플렉션,정재욱
2208709625,디딤365(주),장민호
2208709741,넷킬러(주),정성욱
2208709815,(주)아이원아이티,김동찬
2208717708,(주)미르인컴,박종철
2208717751,(주)니오시스템즈,김요찬
2208725945,(주)씨스인테크,김용근
2208726982,(주)오름나무,구명기
2208730526,(주)더즈인터랙티브,윤현아
2208732029,(주)나눔과셈,최호윤
2208733241,(주)오픈오브젝트,박원영
2208735332,(주)리보에스티,김명선
2208735690,(주)소프트파워,김수랑
2208736025,(주)메디오피아테크,김승렬
2208736743,(주)이노그리드,김명진
2208737738,유플리트(주),최근화
2208739788,(주)형설이엠제이,장진혁
2208740285,(주)아이유원소프트,이건준
2208741440,(주)아트만파트너스,이한수
2208741741,(주)아이지에이웍스,마국성
2208742885,(주)야놀자,이수진
2208743467,(주)홈초이스,조재구
2208744355,(주)메가뉴스,김경묵
2208744660,(주)유비산업리서치,이충훈
2208746654,(주)한국지하철방송,신지민
2208750463,시리우스픽쳐스(주),김민경
2208751332,(주)처음소프트,안유석
2208752888,에스아이네트웍스(주),김상준
2208753572,(주)정암티에스에이치,정성욱
2208755911,씨엘쓰리,이영록
2208757184,(주)지아이데이타,이석부
2208757317,(주)파비아,안창훈
2208758709,(주)비즈앤테크컨설팅,박진용
2208761825,(주)이오니아,김태영
2208764782,(주)엠엘파트너스,민복기
2208766290,(주)유알아이테크놀러지스,윤영진
2208766311,(주)미디어플로우,장선연
2208767135,(주)에프아이티시스템,노병호
2208767284,(주)태웅인포텍,신정태
2208769074,(주)스포티비,오희철
2208771814,(주)트레디메드,김응삼
2208772375,(주)다우에셋,이희재
2208774238,(주)데이사이드,신윤철
2208774543,(주)오케이포스,김정윤
2208778006,(주)베릴컨설팅,이한수
2208778307,(주)메가서브,신창호
2208778350,(주)이로엠연구소,강해구
2208779873,플래닛피플,서영원
2208782441,(주)핑거터치,서대우
2208782572,샌텔(주),이헌
2208785171,(주)지식공방,견종서
2208785619,(주)이노스트,고세환
2208787863,(주)레드아이포렌식스,윤오영
2208790432,(주)미르코스팜,추순진
2208790499,(주)트럼프코리아리얼에스테이트인베스트먼트오퍼레이션,조제성
2208790505,메인게임즈(주),신영주
2208790830,(주)비즈니스인사이트,성준경
2208790956,씨디콤코리아(주),오주영
2208793569,(주)더블유아이티,조진의
2208794501,이앤에스글로벌(주),최종일
2208795140,헤라정보시스템(주),박영옥
2208796343,라이브프로컨설팅(주),김성일
2208797624,(주)카페예,이상호
2208799772,(주)그립,서미선
2208799807,아이브스(주),배영훈
2208800204,(주)같이커뮤니케이션,성현주
2208800301,(주)하이브,한창민
2208800499,지오시스(유),김효종
2208800636,(주)매그넘빈트,이형주
2208801969,(주)유엔비즈,신봉열
2208802482,(주)씨엔지네트웍스,김미정
2208803384,클라우드컴(주),김지열
2208807702,(주)앱인사이트,최진석
2208808657,(주)젤리피쉬월드,김인숙
2208809715,블리스앤블레스(주),백종범
2208810037,(주)디시인사이드,김유식
2208810420,(주)인클루드시스,조상현
2208811297,(주)메타넷애자일,박정식
2208811303,케이엘데이타(주),김정민
2208812656,(주)엠바이트,심형철
2208813198,(주)지에스에이,김은정
2208813316,(주)파인드강사,조영탁
2208815084,마이크로포커스코리아(유),이모젠엘리노어새먼
2208816079,(주)지디에스에스엔씨,오승엽
2208817802,(주)제이랩,전희진
2208818742,빛스캔(주),김경근
2208821567,(주)도연시스템즈,최진복
2208822149,(주)디벨로퍼스헤븐,정진후
2208822436,(주)씨에스오니스,박철수
2208824322,(주)위너스게임,이효진
2208828463,(주)하제,최승보
2208828842,(주)비티와이,류칠수
2208829268,(주)제이앤피,조진규
2208829894,(주)라온아이티,박상철
2208829915,(주)블루그리드,최영애
2208829991,(주)이노트리,김병근
2208830334,(주)바인트리,김상덕
2208830668,(주)나딕게임즈,이선주
2208830862,(주)그린컴,김현대
2208831158,(주)아이브릭,진유철
2208831556,(주)블루트리,황선준
2208831842,엠랩(주),홍의재
2208835983,(주)툭탁,이장원
2208836696,(주)프리엘,나보균
2208836755,(주)넷오우션,김명길
2208838020,콘텐츠웨이브(주),이태현
2208838452,(주)달콤파니,최현준
2208838559,이비에스미디어(주),김동순
2208839316,(주)한국결제인증,박승수
2208839602,(주)앰진시큐러스,조양현
2208841689,(주)단순,국지명
2208842280,(주)에이콘이즈,최건식
2208844288,(주)매직에코,최재규
2208845706,(주)터치웍스,강승훈
2208845818,(주)티라,최선영
2208845953,(주)엠앤,이정준
2208849473,솔루션비지니스테크놀로지코리아,츠지마사타카
2208850854,(주)비에이엔터테인먼트,장원석
2208850984,투씨컴퍼니(주),조승곤
2208852584,(주)에이클라우드,강효헌
2208853531,(주)에코슈퍼판넬,소재욱
2208853787,(주)파이브디멘션스튜디오,유덕선
2208853962,(주)유시스트,주영
2208855183,(주)오스랩스,강병훈
2208857328,(주)아이비에스지,이재경
2208861439,(주)에스엘이노베이션스,정재훈
2208861536,(주)와이즈웰스,이유혁
2208864310,(주)영화사히트,이필훈
2208865167,(주)플라이북,김준현
2208866851,(주)5민랩,박문형
2208867210,(주)클라스터,이영주
2208868179,(주)리브테크놀로지,김우성
2208868558,(주)오피스마스터,이영우
2208870127,(주)케이시드,홍기영
2208870433,블랙보드코리아(주),스튜어트하워드쿠핀스키
2208871844,(주)빗썸코리아,허백영
2208873158,(주)팜어스,윤광일
2208873594,(주)에이치와이엔,정양현
2208874496,(주)조윈,유연정
2208875739,(주)디트리크리에이티브,채헌진
2208876169,(주)마로태권도,정우석
2208876567,(주)포디엄,배기정
2208876854,(주)모아데이타,한상진
2208877663,(주)호우캐스트,백승호
2208877886,(주)와플,최선영
2208877912,(주)아이앤하우징,감영국
2208878361,(주)엠코인시스템,최성진
2208878584,(주)테빗,김철주
2208878930,(주)넥스트네트웍스코리아,문왕진
2208879002,엑스레전드엔터테인먼트코리아(주),장펑치
2208879695,(주)위즈인,강동구
2208880659,(주)모비데이즈,유범령
2208881527,(주)케이엠에스글로벌,김민수
2208882021,(주)푸시컴즈,김휘광
2208882093,(주)디바인테크,정오현
2208883694,(주)오앤,남궁성
2208883807,테크래프트(주),이상현
2208884257,(주)강남캠프,심규석
2208884728,(주)티디에스네트워크,최원우
2208885294,(주)어슈어,조규환
2208886143,(주)수퍼비디자인,송영세
2208886158,캔시스(주),안일현
2208886196,(주)필로비즈,양효욱
2208886221,(주)지엔아이티,윤상병
2208886857,(주)럭키줄라이,이한주
2208888078,(주)엠커넬,배혜연
2208888516,티지소프트(주),이효영
2208888855,(주)아이튜닉,류충열
2208888985,(주)아미소프트,유건우
2208889719,(주)휴먼피봇,이흥연
2208889913,(주)모비팩토리,유범령
2208891194,(주)코노랩스,민윤정
2208891234,(주)위드게임즈,김현철
2208891817,(주)파트너스앤코,천세철
2208891990,(주)다온링크,한상민
2208892965,(주)코너스,김동오
2208893154,(주)블루비즈랩,안용호
2208893926,(주)유니드컴즈,양재필
2208894056,(주)섹시쥬,박기남
2208894134,(주)프라이머시즌3,권도균
2208894492,린스타튜브(주),조은영
2208895680,매드스퀘어(주),안준희
2208896563,(주)텐핑,고준성
2208896700,(주)오윈,정도균
2208896957,(주)쿠코,손동진
2208897408,(주)에잇브릭스,성지영
2208897470,(주)아자드림즈,김선우
2208898412,(주)하백정보시스템,김경옥
2209016112,미소,장기령
2209084041,블로노트,이선웅
2210616455,웹빛,이미영
2210624197,에이디앤,송석원
2210699039,씨앤씨기획,길병진
2210729428,블루아트,황기원
2210825263,디자인비,김은정
2210880460,트랜스옥션,이종영
2211662206,공황장애,최병주
2211710156,다올컴퍼니,고창균
2218124419,(주)아해,김현주
2218125382,(주)아이잡강원,박웅재
2218130847,(주)나사로,허찬
2218133112,퓨처영(주),이호준
2218134687,(주)진성이디씨,홍성걸
2218136439,(주)드림테크,임진섭
2218139886,(주)지오엔소프트,옥원수
2218140156,(주)임팩시스,신승렬
2218140739,(주)와이스미디,윤경희
2218141572,(주)씨앤플러스,이범주
2218143532,(주)케이티피,박찬봉
2218144166,(주)케이드커뮤니케이션,민세형
2218144598,(주)골드스타333,전현주
2218144939,(주)정한,신정림
2218145336,(주)아이디어파이,서정우
2218148347,(주)엠티씨,석민수
2218150178,(주)플라워문,조호덕
2218209415,(재)불교방송,서주영
2218601745,노크(주),유성욱
2218700928,(주)비트레이드,강순구
2218701247,(주)한국대중교통정보,이진교
2220338669,이로운인터넷게임방,이연우
2220380435,현진건설,류재식
2220963568,제이플래닛,고규영
2221112397,라온시스템,이창호
2228133416,(주)이벌브소프트,박준희
2228600211,(주)티엔디엔,서재완
2228601277,(주)작당모의,윤정하
2228800608,(주)두더스,김보경
2228800869,(주)위즈넷컴퍼니,최민호
2232701026,제이정보통신,양연진
2238112087,(주)에스오넷,박용복
2238700074,(주)에이치비유,윤보람
2238800163,미엔스토리,김석일
2238801084,(주)티에스엠테크놀로지,황명식
2239830690,다온농산,박주만
2240362675,엔집,이상혁
2240598046,씨에스시스템,이창석
2241170020,윤석후세무사사무소,윤석후
2241385696,비피에스커뮤니케이션,김경민
2241546396,제일교육,장준혁
2241602565,지엔시스템즈,권문헌
2241681750,하나소프트,김학진
2248120144,(주)웹크래프트,김상훈
2248144675,(주)사이버팩토리,김희순
2248149592,(주)스퀘어베이스,심정용
2248155847,(주)햇살가득전원주택,김재인
2248156716,(주)디엔비소프트,송석영
2248165156,(주)상소프트,김상규
2248166816,(주)에스엠시스템,김성민
2248167682,(주)세움펀딩핀테크,손성철
2248600425,(주)엠버스,윤관중
2248600600,(주)큐브인사이트,석상미
2248600935,(유)철인왕후,함정엽
2248601685,(주)와이즈스톤티,김인석
2248800394,(주)에이치씨컴퍼니,유한철
2248801302,(주)코리아토탈인포,유기선
2250596395,블루큐큐,이복규
2250729717,북센스,송주영
2256100046,비엠통신,조은미
2258127489,새봄파트너스(주),김경애
2258128038,(주)와이엠소프트,박유민
2258601126,(주)하이씨엔씨,백승준
2258700634,(주)바이클립,박환효
2260246859,네트피아,유선기
2260379959,데브코리아,김형근
2260485991,제온플러스,권용순
2261064978,누리텍,김명길
2261216714,하슬라테크,심재신
2268135769,(주)티아이에스,장성화
2268138295,(주)한국포스밴시스템,김영권
2268146096,(주)마커커뮤니케이션,김명열
2268152695,솔라브리지(주),김태호
2268152851,(주)라이클컴퍼니,김백범
2268153016,(주)샤인스타컴퍼니,안경배
2268601089,(주)지투비즈,석영훈
2268700485,(주)예문아카이브,정용수
2268700656,(주)밴투씨,우동진
2268700767,소노마메드(주),신석영
2268800013,(주)크레넷,이동혁
2268800750,(주)세븐플로어,정운영
2268801384,(주)애드볼,이우진
2270377385,다희정보,최희라
2278111324,(주)원더정보,김현철
2278123266,(주)제스트,곽성태
2278701546,(주)키온,서명원
2278801427,(주)아이윈커뮤니케이션,임혜진
2288103400,(주)드림정보,정우진
2288600451,(주)미디언스,김민석
2288601386,브이랩(주),박선경
2288701141,(주)엔토리,강일남
2288800396,(주)텔코코리아아이에스,김정집
2290149178,테마플러스,김양우
2290151091,태빛커뮤니케이션즈,이성민
2298102122,(주)세미콘네트웍스,홍경이
2298103214,(주)이스트소프트,정상원
2298106657,(주)포힘,최만호
2298106899,(주)한국인프라,김기영
2298110530,(주)테크노밸리,김종갑
2298110559,이지소프트(주),황택현
2298111674,(주)맨텍,김형일
2298113823,한국인포네트(주),유종길
2298116816,(주)둘리정보통신,김진구
2298118245,(주)프로웨어,김용훈
2298120101,(주)아트웨어,신영석
2298122827,(주)신명정보통신,김한규
2298123001,(주)글로텍,황희석
2298130104,(주)엔코아,이화식
2298130593,(주)부뜰정보시스템,신숭재
2298131253,(주)나루데이타,유영준
2298135638,(주)힘스,김주환
2298135642,(주)인지소프트,정정기
2298139181,(주)아이온커뮤니케이션즈,오재철
2298140072,(주)바로인텍,한진욱
2298140878,(주)이음아이텍,오명진
2300101193,웹더독,장경준
2308101332,(주)나무에프엔케이,김정하
2308101555,(주)로지스몬,최태교
2308102632,(주)이엔에스소프트,전권희
2308104358,아이큐브온(주),최승진
2308104509,엑사비스(주),이시영
2308104644,(주)민소프트,김민구
2308106356,(주)온비젼,박성환
2308110210,(주)룩시드랩스,채용욱
2308110409,(주)반에본스,박덕기
2308111510,(주)현대미술,차금단
2308600361,(주)코드팜,김정보
2308700107,(주)아이디어피스,이태영
2308700451,일리움(주),권영덕
2318109792,티엠정보통신(주),안섭
2318110061,(주)엠제이글로벌,김민준
2318110251,(주)위메이크,박성주
2318110834,(주)씨앤솔루션,이원섭
2318700702,(주)브레인틀,신영진
2318801163,(주)헤베코리아,안성원
2320132125,디지트,한기준
2328600784,(주)타입세트컴퍼니,최미진
2328601124,(주)엔케이씨엘인터내셔널,윤지현
2328700840,(주)데이터큐브,최일연
2328800264,(주)티웨이브,서재준
2329001887,더디퍼런스,조상현
2329700738,지와인,김보경
2338102946,(주)스토리이프,이병일
2338103168,(주)뭉치,박승민
2338701333,티페이정산,김중태
2348109525,(주)컨셉위드인사이트,김광석
2368101607,(주)소셜패밀리,최시준
2368601373,(주)예닮컨설팅,문희진
2368701195,온신(주),김영호
2375700173,정토스페이스,조홍범
2378600775,(주)코시스,전병근
2378601468,(주)제트커머스코퍼레이션,김동우
2378700092,(주)영화사시선,강지연
2378701198,(주)파이,권호철
2378800842,(주)제이에스바이오테크,김종섭
2378801443,(주)브이앵글,길준규
2388601404,(주)유명소프트,권규택
2388700789,락킨코리아(주),이화신
2388701231,(주)이음인터렉티브,곽옥희
2388701468,(주)우성시스템,정현민
2388800919,(주)제이엔미디어,최정아
2398600432,(주)티피헬스케어,윤형태
2398600771,(주)한울엔지니어링,오성욱
2398701291,(주)티밥프로젝트,박영택
2408101590,(주)딥샌드,허이섭
2408600484,(주)에스엔바이오텍,배영주
2408700588,(주)엠에이블,박광천
2418601166,(주)앨리스헬스케어,강다겸
2418800201,(주)삼영테크,이관영
2418800593,(주)쏘아벤처스,정연경
2418800889,(주)오상이엑스닷컴,안명남
2421800157,케이엔포스,김수연
2428100340,오션알앤디(주),박승근
2428701230,(주)탑구스,원현연
2428800510,(주)에스비물산,윤동권
2428801479,(주)퍼스트휴먼,김성민
2438101003,(주)비앤비트리,박수열
2448100064,(주)웨더아이엠씨,정해주
2448601016,(주)스마트디아그노시스,김환진
2448700580,(주)제로엔,박주면
2458101047,(주)와이티,강민규
2458600607,(주)콘트롤시비,이준호
2458800843,(주)라온버드,천세욱
2468101545,(주)엠피솔루션스,조성민
2468700344,(주)오픈아이티,홍성표
2468700932,(주)엠디퍼트,김경훈
2468801525,(주)월드테크시스템,정두나
2478100082,오토인테크(주),김만호
2478800247,(주)비와이엔디,최명선
2488100353,(주)비히어로,엄홍섭
2488800920,(주)나눔과키움,안경찬
2498100716,(주)다보아이씨티,임헌용
2498600725,(주)운칠기삼,김상현
2498800845,(주)교림소프트,김명희
2508100680,(주)위드솔루션,김경동
2508100808,(주)픽투라,조창무
2508101582,(주)에이치비텍,최정호
2518600238,글로벌금융교육원(주),이인숙
2518600349,아이지니(주),이광희
2518700064,디와이뷰포트(주),김대호
2518700249,(주)에필로그,김남규
2518801089,에퀴닉스코리아(유),장혜덕
2528600944,(주)나눔아이티,이근호
2528700558,그레이스앤파트너스(주),문정희
2528700771,이에스엘코리아(주),권혁문
2538600419,(주)마젠타웍스,이세진
2538700527,(주)티스씨앤씨,이우실
2538800145,(주)아이솔루션코리아,윤지훈
2538800413,(주)세컨드아이,홍대권
2538801033,(주)배더테크,이용섭
2548100227,(주)키다리이엔티,김영훈
2548100931,(주)에이아이옥션,박종배
2548801230,(주)인포플라,최인묵
2552400095,솔루닉,오동준
2558100666,(주)노보웨이브,한우석
2558100730,(주)스토리플랜,이석기
2558101520,(주)스튜디오레드,구본근
2558601447,(주)바른씨엔에스,손정도
2558801489,(주)아인테크,박길수
2561001426,라인스퀘어,최영우
2568100581,(주)올림포스,홍석훈
2568600650,(주)하트게임즈,김한별
2568801110,(주)위칸소프트,손석진
2570800539,엘비에스테크,이시완
2578100532,(주)윈컴위즈,김영미
2578600537,(주)기메카,이준원
2578700645,(주)와이즈,이경식
2588600597,(주)자이냅스,주동원
2588800403,(유)하포리서치코리아,이문구
2598100090,(주)넷플러스,배윤옥
2598100111,아미쿠스렉스,정진숙
2598700466,(주)유아이시티,이병석
2599500122,전기가오리,신우승
2608100902,(주)제니스아이티,박준선
2608101333,(주)코아베이스,김진목
2608600101,(주)엔코드,정준영
2608601323,(주)애스톤홀딩스,현동준
2608701693,(주)네이처폴,남상억
2618102219,(주)플릭스코,김영운
2618103125,(주)유투엘,성열근
2618103784,(주)데브옵스,임종성
2618104162,(주)바른웹,박종찬
2618104385,(주)프렌트립,임수열
2618105991,(주)컬처메이커스,박찬대
2618106175,(주)제이비전텍,주진호
2618107698,(주)웨이크원,이선
2618107927,(주)노라,권성호
2618108474,(주)츄라이앵클,이상준
2618112944,(주)제이트라넷,고희정
2618113341,(주)위싱라이브,이필호
2618113389,(주)해피테크놀로지,이조나단
2618113429,(주)유니크미,곽희옥
2618113545,(주)글림,김제헌
2618114239,(주)다날인프라랩,유승수
2618115408,(주)플레이스5,김재용
2618116412,(주)씨코소프트,홍성철
2618117594,(주)일공삼헤르츠,이성용
2618118759,(주)이미지,이장욱
2618118818,(주)이프커뮤니티,서영성
2618119646,(주)드림크루,장광덕
2618119724,라움컴퍼니(주),신영하
2618120478,예신소프트(주),곽상혁
2618122044,(주)레뷰코퍼레이션,장대규
2618122442,지에프엑스문화산업전문(주),홍성욱
2618123586,(주)오픈아이티글로벌,이석
2618123683,(주)드림팩트엔터테인먼트,김학중
2618701129,(주)클루커스,홍성완
2618800151,(주)키노매틱픽쳐스,이영원
2618800734,(주)식스틴블럭어소시에이츠,이홍태
2620701741,엠제이컴퍼니,이민주
2628100378,(주)휴머스,성혜란
2628100723,(주)에스모바일통신,권현미
2628101227,우당네트웍(주),임동영
2631501171,한스미디어,배성한
2638100070,(주)메이드인트루,정은일
2638600153,(주)리화이트,김현우
2641200096,제이원기획,이상교
2648100165,(주)넥스트랩,김성민
2648100243,(주)엔엔씨브릿지,김진복
2648101859,(주)슈퍼플래닛,박성은
2648102708,(주)포테이토소프트,서성진
2648103352,(주)네오리서치,최두재
2648103385,(주)코어라인소프트,김진국
2648103411,(주)한국소비자협회컨설팅,김정례
2648103503,(주)더파란,최진희
2648103842,(주)디에이게임즈,장학준
2648103949,(주)갈렙스랩,이일표
2648105947,(주)디자인픽셀,김성민
2648106382,(주)센드버드코리아,김동신
2648106437,(주)너울엔터테인먼트,송성빈
2648107590,(주)코스펙빔테크,곽상권
2648107703,(주)스마트로직솔루션,허종원
2648108060,(주)코스펙이노랩,김구택
2648108361,(주)아이센텍,조승연
2648109055,(주)천명시스템,김경신
2648110421,(주)청림씨엔티,문정욱
2648111153,(주)애국닷컴,김상진
2648111395,(주)디앤엠,손유락
2648112531,(주)오앤에이,허재성
2648112924,(주)모건피에이비,김형만
2648113447,(주)브랜덤,김태진
2648113845,(주)오에스에스랩,김윤신
2648114320,이지글로벌파트너(주),정준찬
2648114771,(주)지에스아이엘,이정우
2648115445,(주)에스에이치엔,신재일
2648115858,눔코리아(주),김영인
2648116124,인프라홀딩스(주),이필수
2648116478,(주)테크원,김영호
2648118398,(주)천명솔루션,송영섭
2648119228,(주)핀스,차정윤
2648119475,(주)플레인비트,김진국
2648120481,(주)원스인터랙티브,장현석
2648120900,(주)컨텐츠제이케이,유연학
2648123208,(주)스카이오토넷,박성수
2648124380,(주)아이디에이제이코리아,진죠우슈
2648124639,(주)윈아이씨티,김규오
2648126603,(주)이레아이디에스,변홍제
2648126675,(주)케이컴,김범수
2648127596,쓰리피체인(주),노무랑
2648129857,(주)제이엘케이,김동민
2648130335,(주)플렉시온,박창범
2648132478,(주)미디어플랜,권순성
2648133351,(주)아소소프트,양재근
2648133614,(주)케이에스부동산중개법인,김성오
2648134006,(주)스노트라스,황병하
2648134840,(주)누리보듬15,이상미
2648135363,(주)세연비아이티,최충문
2648135548,(주)오리진컨설팅,정성욱
2648136606,(주)알에프엔,허양일
2648137250,(주)이노시큐리티,윤명훈
2648137662,(주)일요경제신문사,민병호
2648138491,(주)매지언소프트,박경권
2648138996,(주)시스템뱅크글로벌,서희경
2648139296,(주)씨에스포씨에스,이강문
2648139898,(주)스피릿,최지웅
2648141152,(주)솔시스템,노재호
2648143029,(주)컴텔,김진궁
2648143387,에이치엘에스네트웍스(주),하태민
2648143427,(주)오비투유,서현철
2648143728,(주)쓰리디타다,윤현모
2648144353,(주)이룸원,김병욱
2648144431,(주)블루스터디,한상종
2648145819,투빗(주),김영화
2648145949,포스인포텍(주),김재현
2648146268,(주)위드데이타,장원석
2648147059,(주)구루커,이종훈
2648147817,(주)시옷,박현주
2648148344,(주)홍커뮤니케이션,이홍
2648149402,(주)반디데이타,백욱인
2648149912,(주)엑씽크,송보근
2648149950,(주)타임악셀,유성삼
2648150156,(주)지란지교소프트,박승애
2648150705,(주)세상을바꾸는시간15분,구범준
2648601534,(주)메디스쿨,우가람
2648700717,(주)에프엔프레시,최석문
2648700809,(주)찬란인터내셔널,최광종
2648700906,(주)퀀텀솔루션,박미영
2648801673,(주)비트리,백성은
2651800465,블루오울,문창협
2652201442,미래산업,이정숙
2658100931,(주)포휴먼테크,김진현
2658600367,(주)아띠글로벌,심윤보
2658601124,구름아트(주),김연식
2658700103,(주)글로벌링커스,정영해
2658700272,조앤소프트(주),조현철
2658700796,(주)큐브시스템,명노문
2658800959,(주)데이타팜,황왕호
2668101082,(주)솔비원,박성조
2668125918,씨디콤(주),윤현
2668600415,더아이티(주),전은영
2668600491,(주)그램소프트,김국화
2678101483,(주)포레스트엔,김동욱
2678701340,(주)글림시스템즈,김봉수
2682600926,와이비소프트,박영빈
2687900335,제이비,최성배
2688102035,(주)에스제이스튜디오,김동하
2688600857,(주)이엔피시스템,방영선
2688700311,(주)아이티투에스,권동철
2688701004,엠씨씨(주),박성호
2690600770,에이치엔와이시스템,안진수
2698700731,(주)한국비즈니스센터,이창훈
2698701327,(주)어반트리,김기준
2699100795,드림출판사,고성언
2704700415,불도저,양민영
2708100646,에이스펀딩(주),서기원
2708600559,(주)케이엠기술연구소,권태정
2718100237,(주)루틀레스스튜디오,박현재
2718102462,(주)메타비,김광수
2718600362,(주)아이디오팩토리,김주현
2718600775,(주)천돌에프앤비,김성식
2718700277,(주)카이섹,한재근
2718800518,(주)이롬넷,민윤재
2718801157,주방아놀자(주),김성훈
2728100389,(주)워키도기,김용재
2728601234,(주)럭키패밀리,정윤환
2728701584,(주)이츠비전,김인혁
2728800073,(주)이엠티테크,박윤성
2728800205,(주)오베네프,장철훈
2738100927,(주)예리모바일,김서하
2738600621,(주)오픈엔드,홍영석
2738700308,와우웰(주),심민규
2745800257,제일프린팅,오규학
2748100027,(주)이지리서치랩,이준규
2748101235,글림소프트,오상민
2748600395,(주)에브리플레이,김종인
2748701386,(주)네오노비스,전경수
2748800889,(주)위드이즈,김경수
2750700544,아이티랩,박제이
2751401288,비에스제이,최계옥
2758100054,(주)이플러스시스템,홍성순
2758101067,엔티엔아이씨티(주),이윤경
2758600613,에이투지정보기술(주),양명현
2758700172,(주)바름파트너스,김영호
2758800878,에스지에이비엘씨(주),최영철
2768100848,(주)월드에프에이,윤병하
2768601594,(주)오티솔루션즈,이경화
2768601691,(주)에스지비,이지완
2768701330,(주)스토리팜,황용선
2768801375,엑스컨(주),조남석
2770400613,경일,오경남
2778100216,(주)청림이앤씨,장창수
2778101082,(주)에이아이더,김수화
2778600185,(주)모노라마,김창호
2778700052,투미아이앤에스(주),서영호
2788100581,(주)에이치엠정보기술,도득현
2788102032,(주)소더코드,오재현
2788600820,(주)슈파스,김용환
2788700375,(주)17그램,윤재근
2788700389,디자인클라우드(주),이지현
2788700792,(주)어니언스,천진우
2788700899,(주)구우텍,김용수
2788800300,(주)와이낫미디어,이민석
2790502098,경남일,김성훈
2798101263,(주)대한에이피산업,구태창
2798800545,(주)고성,우창호
2798800754,(주)제이비케이,김형균
2808100357,(주)아우라홀딩스,전제석
2808100828,(주)로완,한승현
2808100944,피에스피아이엔시(주),신혜순
2808101337,(주)제이블럭,부세호
2808600293,(주)파츠테크,박항
2808600541,커넥트픽쳐스(주),남기웅
2808601268,(주)포메이커스,이보림
2808700984,(주)아임디바,강형구
2808701168,(주)셈틀컴퍼니,이병창
2808801957,(주)디앤제이,신주휘
2818100030,(주)재미,전진욱
2818600262,(주)엑시스,이미정
2818801135,(주)트라이오니즈,조혁래
2821200788,굿필름,박희철
2828601361,(주)틴고랜드,하현호
2828800954,엑스퍼아이(주),서형원
2828801647,(주)가나안,송현정
2838100400,스파임(주),김상창
2848100946,(주)지아이,민은주
2848101611,(주)지금여기,김진경
2848600596,(유)굿모닝,조승원
2848700894,(주)두비두,신민규
2848800566,(주)지에스시스템즈,김경훈
2851501526,서원,박치환
2858100634,(주)시퀀스엔,양종선
2858700859,(주)나눔피트,이승환
2858800365,(주)에스엠게임즈,김수희
2858800405,(주)포렉스랩,김선영
2868100942,(주)씨앤에이,이영아
2868700906,(주)씨니테크,최호철
2868800238,(주)팀오투,홍성주
2874200039,클리어픽스,박지영
2874700617,하제올제,염서연
2875500136,제이앤제이,정규인
2878100829,화려한덕후들(주),윤석진
2878102055,(주)티에스컴퍼니,임성진
2878601124,디아이큐브(주),오금석
2878700758,(주)네오팝,문겸
2878701121,(주)같다,고재성
2888100079,(주)시대의영웅,신현철
2888601511,(주)레드씨,김란숙
2888800947,(주)케이캐스트,송희섭
2889900531,청우당,홍두표
2894100227,이지텍,황선호
2898700166,(주)펌프스테이션,최신원
2898800260,(주)와이즈큐앤에이,원용석
2898800300,(주)엔엔지,조수장
2898801406,(주)케어비즈,문형윤
2900402050,블루민트,나수진
2908100276,(주)스마일,김구윤
2908101519,(주)데이터뷰,남승훈
2908600359,(주)재믹스씨앤비,이상헌
2908700375,비전인사이트(주),윤승환
2908701146,(주)킨사이트,기광호
2912701150,조은산업,이선영
2913400334,씨앤씨플랫폼,최희영
2918100721,(주)아라,김홍래
2918600236,이투이헬스(주),오정택
2918600916,(주)이지코드,이광은
2918700062,(주)비에스에스컴퍼니,이승근
2918700271,미소,빅터칭
2918800166,(주)투에니원센추리,홍선기
2918800943,(주)바람처럼,최용천
2918801258,(주)알투온,이재현
2922200090,태성이엔지,윤찬수
2928100404,(주)지오필름,김정곤
2928101010,(주)티알컴퍼니,김선주
2928601000,(주)포랜드림,황용원
2928700838,(주)에스엘애드컴,이성진
2928701104,(주)제이티컴퍼니,김태윤
2928801246,(주)글로싸인,이진일
2938101707,(주)씨엔테크,신용덕
2938600120,(주)바위처럼,구자훈
2938700923,(주)디솔텍,이준용
2938801327,(주)쉬프트베리,안성욱
2948100040,(주)듀오아이티,선건영
2948101622,(주)에이프릴,목혜원
2948600384,(주)비텍,최항주
2948662401,에이비씨,김철수
2948701037,(주)로랩스,김원균
2948701570,(주)해피투씨유,이예진
2948800414,(주)코드브릭,방경민
2953100878,에이치앤케이소프트,김미경
2958601289,(주)딥파인,김현배
2958700424,(주)에듀템,김진숙
2968100240,다온플래닛(주),임종화
2968600487,뷰쓰리(주),황운하
2968601278,(주)콜라보엑스,김진용
2968701203,(주)페이앤텍,정웅태
2968701315,캡클라우드(주),최에릭승
2972400013,엑스오북스,김태수
2978100409,(주)클라우드시스템,김용건
