index,사업자등록번호,기업명,대표자명,c_index,c_name
21872,2150541118,우현시스템,최창섭,26,기기류 제조업
21191,2128191234,(주)닥터서플라이,안승규,26,기기류 제조업
27915,3178107948,(주)테크노시스,황운현,26,기기류 제조업
32223,4338600709,(주)앱인,김성현,26,기기류 제조업
21184,2128186236,(주)라츠알엔피,강동걸,26,기기류 제조업
9708,1148604973,(주)디아이티,권문찬,26,기기류 제조업
21176,2128174249,(주)양헌기공,한완수,26,기기류 제조업
32231,4368800338,(주)태원테크,박기권,26,기기류 제조업
11199,1210471173,베스트정보,김정남,26,기기류 제조업
29090,3628800075,(주)케어메디,신운섭,26,기기류 제조업
29092,3628801017,(주)지어스,백슝정,26,기기류 제조업
26106,3058137207,(주)넷비젼텔레콤,전병천,26,기기류 제조업
21172,2128170277,썬덴코리아(주),권상오,26,기기류 제조업
32277,4468100087,(주)넷마벨스,김창규,26,기기류 제조업
26115,3058152625,(주)영인,신준용,26,기기류 제조업
27903,3178100853,(주)형음,정덕현,26,기기류 제조업
21157,2128148945,위컴유비스(주),박현우,26,기기류 제조업
9715,1148614637,(주)파라오텔레콤,박화영,26,기기류 제조업
15992,1380531007,오티엔텍,송제표,26,기기류 제조업
14726,1330585357,텔레토피아,배금섭,26,기기류 제조업
15993,1380535245,비젼웨어텍,김광득,26,기기류 제조업
32339,4598800291,(주)센시,서인식,26,기기류 제조업
14235,1313372596,우리정밀,장미애,26,기기류 제조업
32269,4458700204,알에프앤텍(주),권덕식,26,기기류 제조업
12443,1274001988,대영,오평숙,26,기기류 제조업
32207,4298100291,(주)월드메이커,문혜경,26,기기류 제조업
29087,3628700817,씨큐리티(주),공승길,26,기기류 제조업
14258,1313564839,아이비시스템,서동훈,26,기기류 제조업
9690,1148190678,(주)에드원,김춘걸,26,기기류 제조업
17018,1438800867,(주)씨에스이엔엘,한원재,26,기기류 제조업
21272,2138634416,(주)에스엔제이,장태희,26,기기류 제조업
23276,2218116734,(주)용두애브컴,엄성철,26,기기류 제조업
21267,2138632795,(주)세니온,이동률,26,기기류 제조업
30842,4078700333,이엘티(주),김미영,26,기기류 제조업
21261,2138182529,(주)싱커스텍,이원근,26,기기류 제조업
32137,4188124973,(주)라인인포,서암석,26,기기류 제조업
23279,2218120844,(주)파워테크놀로지,김대중,26,기기류 제조업
23280,2218120859,(주)한길통신,이재식,26,기기류 제조업
32141,4188135655,(유)드림테크,김경원,26,기기류 제조업
26103,3058135077,(주)일성,지영배,26,기기류 제조업
6822,1071492550,두번째달,김현보,26,기기류 제조업
9701,1148199719,(주)엠쓰리모바일,조성제,26,기기류 제조업
5815,1058802413,(주)직토,김경태,26,기기류 제조업
21232,2130240766,엘라,오경자,26,기기류 제조업
27919,3178111103,굿벨(주),김중호,26,기기류 제조업
8961,1120550002,광장텔레콤,황갑주,26,기기류 제조업
32154,4188152144,트라웍스(주),김선미,26,기기류 제조업
32190,4268100671,(주)다우펀다,조성실,26,기기류 제조업
27917,3178108501,이니텍,김종임,26,기기류 제조업
27916,3178107967,(주)윈텍,박병영,26,기기류 제조업
23328,2218700520,(주)클락스토어,김설우,26,기기류 제조업
32353,4628700586,(주)새틀,조경호,26,기기류 제조업
32358,4648701602,(주)웹게이트,김상석,26,기기류 제조업
9718,1148616498,(주)인와이저,김대현,26,기기류 제조업
17003,1438126927,(주)다인스,이상수,26,기기류 제조업
12519,1278601138,(주)피오테크,오기한,26,기기류 제조업
16335,1398130607,에이스티엔에스(주),김억배,26,기기류 제조업
32523,5018123048,(주)진명아이앤씨,권오복,26,기기류 제조업
32524,5018123316,(주)유한프리젠,신중식,26,기기류 제조업
6881,1075060060,신진다이아몬드공업,차인선,26,기기류 제조업
5764,1058790792,(주)앤디커뮤니케이션,엄의정,26,기기류 제조업
26147,3058187594,코네정보통신(주),김선우,26,기기류 제조업
1775,1050712362,하니테크,한철헌,26,기기류 제조업
14741,1331364153,정우이엔지,이영주,26,기기류 제조업
32532,5020868268,중부정보통신,장하진,26,기기류 제조업
32542,5021726839,멀티통신,이장섭,26,기기류 제조업
16332,1398117486,(주)을지,박영희,26,기기류 제조업
12532,1278632209,유아이티전자(주),황성근,26,기기류 제조업
32553,5022767163,맥스전자,김영규,26,기기류 제조업
12534,1278633324,(주)에이티엔씨,우강섭,26,기기류 제조업
16327,1398108667,(주)삼명정밀,이승용,26,기기류 제조업
14211,1313171370,에스디알앤디,서민호,26,기기류 제조업
1744,1050689049,인터게이트코리아,김옥남,26,기기류 제조업
9750,1148645202,(주)월드디지텔,권성원,26,기기류 제조업
6897,1076961630,한일전자,오정현,26,기기류 제조업
19110,2041996454,라아컴퍼니,박동진,26,기기류 제조업
25416,3012713161,무한텔레콤,김명규,26,기기류 제조업
12518,1278534971,(주)멀티짐휘트니스코리아,김승민,26,기기류 제조업
14261,1313577391,넥스텍,박진,26,기기류 제조업
9739,1148634220,코니퍼(주),강영철,26,기기류 제조업
12509,1278190558,모두통신(주),강신권,26,기기류 제조업
32380,4698601027,(주)잇츠랩,정화임,26,기기류 제조업
21142,2123093996,구구정보통신,강인구,26,기기류 제조업
32383,4708100402,씨아이에스포유(주),우재경,26,기기류 제조업
1852,1050748201,엔티시스템,이종설,26,기기류 제조업
5790,1058794522,(주)오앤에스,지현조,26,기기류 제조업
26130,3058171786,(주)스피드시스템,소유섭,26,기기류 제조업
5785,1058792941,(주)씨앤제이파트너즈,안성영,26,기기류 제조업
11167,1208821608,(주)바이오네트웍스,지상현,26,기기류 제조업
14224,1313292047,아이티테크,이범기,26,기기류 제조업
32415,4778600960,(주)현대에이아이티,최용덕,26,기기류 제조업
32417,4778701364,이음기술(주),이준수,26,기기류 제조업
32420,4788500438,이디에스(주)나주지점,김규봉,26,기기류 제조업
29115,3638800059,(주)에이드텍,신동락,26,기기류 제조업
32436,4808600442,(주)트윅스정보통신,연현동,26,기기류 제조업
32448,4838600359,(주)블루레오,이승민,26,기기류 제조업
1824,1050738076,우리정보통신,박미정,26,기기류 제조업
12497,1278128660,(주)동일이엔티,임재훈,26,기기류 제조업
5778,1058792091,(주)레드브릭,이희순,26,기기류 제조업
9729,1148625833,이카드밴(주),김중제,26,기기류 제조업
14220,1313246107,큐빅시스템,이호근,26,기기류 제조업
12504,1278144258,(주)텍슨,류영수,26,기기류 제조업
19099,2041884359,엘지정보시스템,김지우,26,기기류 제조업
6875,1074782536,동양전자시스템,이용호,26,기기류 제조업
29133,3648100261,포휴먼테크(주),임영근,26,기기류 제조업
32574,5028158569,(주)동원시스템,한덕원,26,기기류 제조업
15395,1353086669,제이앤에스,임주선,26,기기류 제조업
15249,1351095006,동양통신,권오천,26,기기류 제조업
21486,2148628386,다믈멀티미디어(주),정집훈,26,기기류 제조업
14331,1318600142,(주)청화테크,이웅희,26,기기류 제조업
28048,3198101329,(주)도천,김영기,26,기기류 제조업
9641,1140652847,케이텔,신광호,26,기기류 제조업
26039,3052371807,국제텔레콤,허세운,26,기기류 제조업
15962,1380266072,경광케이블,오강열,26,기기류 제조업
11291,1212582336,대동정밀공업,김형목,26,기기류 제조업
11289,1212521678,에스엠피이엔지,안만식,26,기기류 제조업
17810,1762800145,두영이엔지,정송미,26,기기류 제조업
6714,1070266802,바른정보통신,장기만,26,기기류 제조업
26031,3052135961,삼성이동통신,이연선,26,기기류 제조업
11287,1212488895,나진테크,오경택,26,기기류 제조업
9064,1130693957,제일방열판,김태형,26,기기류 제조업
16379,1400328438,비파워,장중익,26,기기류 제조업
18259,1958700648,(주)씨엠랩,박양민,26,기기류 제조업
14322,1318196454,(주)제이에이네트웍스,김관배,26,기기류 제조업
16376,1400317284,하나로텍,이봉수,26,기기류 제조업
26051,3052655827,수완통신,이정미,26,기기류 제조업
6726,1070635990,이츠와치,박찬혁,26,기기류 제조업
9650,1140952362,드림기획,곽병수,26,기기류 제조업
12303,1268173013,(주)한내,이인강,26,기기류 제조업
28015,3188101821,(주)테크앤,이창석,26,기기류 제조업
12291,1268147081,지스마트글로벌(주),이주석,26,기기류 제조업
12268,1262918555,윌메이크,정택훈,26,기기류 제조업
14334,1318606748,(주)참소리,오종선,26,기기류 제조업
30931,4082159205,그린정보시스템,이숙희,26,기기류 제조업
26009,3051339128,푸른정보통신,김광배,26,기기류 제조업
12231,1262066578,이엘큐,박진석,26,기기류 제조업
9104,1131458412,스마트정보통신,김형수,26,기기류 제조업
21597,2148716515,(주)인피노,유승국,26,기기류 제조업
12238,1262265933,디씨에스,양진영,26,기기류 제조업
9103,1131448568,엘시디플러스,이영희,26,기기류 제조업
6675,1068710428,(주)알리오코리아,남영수,26,기기류 제조업
17088,1448120509,(주)디지탈엣지,최수호,26,기기류 제조업
17075,1448114064,(주)빌트,최동주,26,기기류 제조업
21563,2148683225,(주)신화시스템,채관석,26,기기류 제조업
17071,1448110807,(주)신영테크,정신영,26,기기류 제조업
31952,4150352827,해남전화사,남택호,26,기기류 제조업
12248,1262605291,훈테크,고은주,26,기기류 제조업
21551,2148675308,(주)엔바이오니아,한정철,26,기기류 제조업
26018,3051482239,태평통신,김재웅,26,기기류 제조업
17053,1448102097,(주)제이엠케이,석준학,26,기기류 제조업
15799,1371971380,포탈테크,유광현,26,기기류 제조업
2211,1050931058,뱅크이십오,김광민,26,기기류 제조업
15343,1352599743,한울정보통신,이기순,26,기기류 제조업
21502,2148639466,(주)동방데이타테크놀러지,원덕숙,26,기기류 제조업
9084,1131030658,퓨쳐정보통신,이창원,26,기기류 제조업
14336,1318607918,(주)에이에스아이,김종삼,26,기기류 제조업
11299,1213035875,솔루테크,신영준,26,기기류 제조업
11281,1212382292,대건정보통신,이건희,26,기기류 제조업
12306,1268187327,(주)필텍,허화범,26,기기류 제조업
14317,1318184676,(주)자이론텍,박명희,26,기기류 제조업
12308,1268197280,(주)이지시스템,윤도경,26,기기류 제조업
14711,1330197874,세경정보통신,정연흥,26,기기류 제조업
12361,1270495815,홈캡,박승규,26,기기류 제조업
30880,4081273199,통신왕국,이경남,26,기기류 제조업
16357,1400135110,위너이엔지,김창규,26,기기류 제조업
12366,1271177950,승진통신,이용걸,26,기기류 제조업
11246,1211671759,주호텔레콤,김종호,26,기기류 제조업
11245,1211624300,로드시스템,정옥두,26,기기류 제조업
32068,4168113067,(주)파루,강문식,26,기기류 제조업
29038,3608600833,(주)시스기어,엄상호,26,기기류 제조업
9000,1128138619,(주)우리기술,노갑선,26,기기류 제조업
6786,1071224704,로젠택배,문정채,26,기기류 제조업
8999,1128138147,(주)장광엔지니어링,황윤식,26,기기류 제조업
9677,1148169495,시스템베이스(주),장연식,26,기기류 제조업
15981,1380462707,한국부가통신,우무용,26,기기류 제조업
9680,1148172215,(주)하나씨피,정동하,26,기기류 제조업
29060,3618800387,씨앤아이(주),황환영,26,기기류 제조업
21328,2140684668,두리정보통신,김지성,26,기기류 제조업
15392,1353062968,명광정밀,이재동,26,기기류 제조업
12392,1272559681,성안금속,조성철,26,기기류 제조업
14270,1313623591,남현테크,김봉현,26,기기류 제조업
14269,1313621948,미뉴텍,김도연,26,기기류 제조업
27944,3178130551,(주)지우옵틱,윤인노,26,기기류 제조업
14722,1330469971,아이에스산업,이창우,26,기기류 제조업
16360,1400185736,세진정밀,박인수,26,기기류 제조업
12402,1273014747,썬통신,권준철,26,기기류 제조업
16361,1400186472,태영하이텍,신재호,26,기기류 제조업
25485,3018121396,코넷시스(주),김덕기,26,기기류 제조업
18770,2024160252,와이제이테크,이흥복,26,기기류 제조업
12316,1268612516,(주)애니콜앤서비스,유태영,26,기기류 제조업
16371,1400291991,네오텍,유기현,26,기기류 제조업
14313,1318181946,(주)파워쿨,윤종찬,26,기기류 제조업
9049,1130357606,구일통신,구자명,26,기기류 제조업
32025,4160987165,우리정보통신,임은섭,26,기기류 제조업
11273,1212240830,씨투씨테크,오상진,26,기기류 제조업
6739,1070731647,무브캠,임정호,26,기기류 제조업
25496,3018136787,존슨매티코리아(주),레이몬드반더헤이든,26,기기류 제조업
14310,1318180286,대동하이렉스(주),송학성,26,기기류 제조업
23220,2210873635,헤라,박인숙,26,기기류 제조업
25494,3018133140,이앤에이치(주),박대전,26,기기류 제조업
14306,1318174028,(주)에이치케이,장해각,26,기기류 제조업
29017,3598600639,(주)파이브브릭스,이상민,26,기기류 제조업
30897,4081629333,오드리정보,김석화,26,기기류 제조업
15366,1352786830,네오시스템,김진숙,26,기기류 제조업
16656,1410524991,새안스튜디오,강한염,26,기기류 제조업
2086,1050871688,파이아쿠아,신성철,26,기기류 제조업
12341,1268666026,(주)우리엘테크,김성실,26,기기류 제조업
25488,3018122925,정원(자),신현아,26,기기류 제조업
9030,1130127092,미래테크,김승태,26,기기류 제조업
30890,4081484346,에스엠커뮤니케이션,노백엽,26,기기류 제조업
17677,1708100818,(주)제이아이메디컬,한지환,26,기기류 제조업
16362,1400187715,아이피에스테크,조영란,26,기기류 제조업
15225,1350541170,보성정보통신,김동식,26,기기류 제조업
14205,1313121415,씨제이테크,양영채,26,기기류 제조업
8870,1113724424,다올,김구태,26,기기류 제조업
18083,1888100177,(주)티티에이테크,신주철,26,기기류 제조업
8695,1108445681,주석정보,김주석,26,기기류 제조업
1377,1050443675,해마을,이진우,26,기기류 제조업
7071,1078663329,(주)유패스,박혜옥,26,기기류 제조업
20533,2108800357,(주)녹색선,장익훈,26,기기류 제조업
15462,1358154330,(주)한마음텔레콤,허유,26,기기류 제조업
16291,1390370921,듀얼텔레콤,이지근,26,기기류 제조업
9866,1161663771,보라테크,한성실,26,기기류 제조업
15192,1348732413,(주)정감,권상림,26,기기류 제조업
32981,5131234557,이엠케이,현재진,26,기기류 제조업
30614,4038800100,제이에스씨(주),양진석,26,기기류 제조업
27704,3158132820,(주)이도,김일출,26,기기류 제조업
23575,2251400080,아테크,김시석,26,기기류 제조업
32996,5138131823,우신통신(주),최준상,26,기기류 제조업
32997,5138132690,(주)유타스,송문비,26,기기류 제조업
7092,1078679665,(주)젤루텍,이두규,26,기기류 제조업
8645,1108190583,키오스크코리아(주),이명철,26,기기류 제조업
33003,5138140322,(주)금장,윤재영,26,기기류 제조업
30581,4038163009,(주)명지정보기술,이동수,26,기기류 제조업
1333,1050424362,미룡기계,우종태,26,기기류 제조업
33008,5138141850,이스트로닉스(주),황우준,26,기기류 제조업
27692,3158101287,아비코테크(주),김창수,26,기기류 제조업
32992,5138119310,(주)맨엔텔,정광욱,26,기기류 제조업
20557,2110376154,서현기획,공금석,26,기기류 제조업
32926,5088136772,(주)안동통신,조완석,26,기기류 제조업
20562,2110444023,세기정보통신,김재호,26,기기류 제조업
15744,1371366304,가연정보통신,최흥규,26,기기류 제조업
15743,1371352964,건영엔씨티,한민길,26,기기류 제조업
14120,1311178171,한국정보통신공사,서명호,26,기기류 제조업
14119,1311169968,월드미디어,공병건,26,기기류 제조업
14118,1311159247,대일상사,민병규,26,기기류 제조업
20617,2110845073,솔리드온,박용현,26,기기류 제조업
26290,3078125181,도원텔레콤(주),이춘화,26,기기류 제조업
16723,1419005059,이사랑치과기공소,봉종섭,26,기기류 제조업
20613,2110804219,제이에스텔레콤,고민욱,26,기기류 제조업
16017,1380741718,현대정보통신,김은기,26,기기류 제조업
23513,2248119477,우리네트웍스(주),이강용,26,기기류 제조업
7028,1078636517,(주)국일이앤씨,서남석,26,기기류 제조업
32887,5070296035,울진정보통신,정창근,26,기기류 제조업
11029,1208730982,씨그마렌텍(주),최현영,26,기기류 제조업
11028,1208730323,오렌지스펙트럼,신주용,26,기기류 제조업
25339,3010895217,삼우이테크,문광자,26,기기류 제조업
7043,1078644977,(주)에프엠비스,김기영,26,기기류 제조업
16301,1390691077,삼대산업,송현근,26,기기류 제조업
14098,1310694707,지우이엔지,안익훈,26,기기류 제조업
11013,1208714570,한국프레씨텍(주),틸로워스보그,26,기기류 제조업
11012,1208714319,(주)유비사이언스,차민철,26,기기류 제조업
11010,1208713343,(주)부민,황의준,26,기기류 제조업
14093,1310647766,엠에스티,허선형,26,기기류 제조업
20487,2108147218,공일공정보(주),손임목,26,기기류 제조업
20486,2108145016,(주)티엠티엔지니어링,장세열,26,기기류 제조업
33019,5138161763,제이에이치화학공업(주),허제홍,26,기기류 제조업
25262,2978800581,(주)아토즈플러스,주정기,26,기기류 제조업
18656,2018606412,(주)언맨드솔루션,강찬호,26,기기류 제조업
9901,1168154697,(주)열림기술,김희수,26,기기류 제조업
12898,1288165952,우성전자통신,오병연,26,기기류 제조업
29384,3748700805,(주)엔도핀,오정범,26,기기류 제조업
33090,5148188940,(주)유한정보통신,정운흠,26,기기류 제조업
7142,1078720220,(주)포스링크,이수창,26,기기류 제조업
9905,1168163482,(주)케이티앤씨,권혁섭,26,기기류 제조업
15184,1348714166,(주)리더브라이트,박현민,26,기기류 제조업
8581,1108157736,(주)픽스트리,신재섭,26,기기류 제조업
20436,2102254217,다오텍,송기훤,26,기기류 제조업
20434,2102195133,베이직커뮤니케이션스,김진호,26,기기류 제조업
9915,1168170251,(주)삼애교역,성락영,26,기기류 제조업
23644,2262091571,동보전자,황왕일,26,기기류 제조업
8573,1108153161,(주)나이츠넷,이용현,26,기기류 제조업
27626,3148660589,테디플러스(주),정미숙,26,기기류 제조업
12932,1288602071,(주)리니어텍,강경호,26,기기류 제조업
15473,1358161879,(주)엘티씨컴,이호,26,기기류 제조업
12934,1288603162,(주)티엘링크,오준택,26,기기류 제조업
16283,1390335943,드림정보통신,장삼권,26,기기류 제조업
19187,2044961097,이전자,김기호,26,기기류 제조업
18647,2018601528,현원에프앤씨(주),권기열,26,기기류 제조업
1192,1050356227,효성전자,장석봉,26,기기류 제조업
1187,1050352935,극동물산,장도진,26,기기류 제조업
14809,1340693541,하은정보통신,임진석,26,기기류 제조업
32850,5068135423,(주)장우,장재권,26,기기류 제조업
1242,1050374491,태양전기,이미정,26,기기류 제조업
14074,1310335973,하나정보통신,윤상순,26,기기류 제조업
33024,5138164469,(주)금강,정영식,26,기기류 제조업
33025,5138165677,(주)유니크,임화순,26,기기류 제조업
20474,2108132369,(주)유에스디,김호걸,26,기기류 제조업
16033,1380926540,엘비테크,김도선,26,기기류 제조업
8625,1108182690,(주)소원정보통신,전형언,26,기기류 제조업
10960,1208666974,(주)아쿠아픽,이계우,26,기기류 제조업
8621,1108180106,스크린미디어,박경호,26,기기류 제조업
33036,5138504625,인탑스(주)_구미지점,김근하,26,기기류 제조업
7113,1078701941,(주)솔로젠,손성현,26,기기류 제조업
33038,5138525988,(주)장원테크이공장,김진명,26,기기류 제조업
1272,1050387152,코스믹트레이드코퍼레이션,이교진,26,기기류 제조업
12871,1288126291,(주)성화,이재환,26,기기류 제조업
12872,1288126592,(주)코리아아피스,노명기,26,기기류 제조업
8618,1108178051,(주)이노컨설팅,김인회,26,기기류 제조업
8611,1108175113,이에스콘트롤스(주),김영준,26,기기류 제조업
23610,2260481321,이레텔레콤,전한철,26,기기류 제조업
23612,2260578920,폰마트,박재규,26,기기류 제조업
9897,1168151889,(주)마이크로비젼,이현재,26,기기류 제조업
25237,2968100895,(주)상상제작소,이용덕,26,기기류 제조업
18659,2018606784,(주)더셀,윤성식,26,기기류 제조업
27659,3150357288,충청통신,서인석,26,기기류 제조업
12890,1288152538,(주)인포비온,김용환,26,기기류 제조업
14808,1340692111,아름텔레콤,최국선,26,기기류 제조업
7132,1078714432,(주)아이렉스,서미자,26,기기류 제조업
29270,3698701141,(주)비엘디,현의섭,26,기기류 제조업
14129,1311353076,에이원씨스템,김태일,26,기기류 제조업
12746,1283299044,제이유텔레콤,유옥희,26,기기류 제조업
32664,5038147819,(주)한국에스티,김성만,26,기기류 제조업
20956,2118842928,(주)울트라테크,고광수,26,기기류 제조업
20951,2118840987,(주)아폴로픽쳐스,이미지,26,기기류 제조업
32671,5038163105,(주)동양테크,한미숙,26,기기류 제조업
14174,1312695868,우진테크,박영록,26,기기류 제조업
12641,1282254903,맑은소리,황강호,26,기기류 제조업
15216,1350377728,미래정보통신연무,김종수,26,기기류 제조업
14763,1338122564,경기산업(주),박경배,26,기기류 제조업
26185,3058633341,(주)에어라파,김덕수,26,기기류 제조업
25380,3011974538,나노웨이브,김명수,26,기기류 제조업
17347,1548800722,(주)와이제이코어,현영재,26,기기류 제조업
32693,5040483568,디케이인포테크,최인섭,26,기기류 제조업
15407,1353206427,라인네트웍스,이승헌,26,기기류 제조업
32708,5041769324,렛츠시스템,이승환,26,기기류 제조업
29217,3678100334,(주)로보러스,김대훈,26,기기류 제조업
23439,2240147253,코리아텔레콤,최승현,26,기기류 제조업
32726,5048121980,대동통신(주),김철수,26,기기류 제조업
32727,5048134637,(주)세성,김세호,26,기기류 제조업
14764,1338127119,(주)삼호산업,장세원,26,기기류 제조업
20843,2118745971,(주)브레인브릿지,이해승,26,기기류 제조업
18112,1898101636,(주)케이제이통신시스템,문장희,26,기기류 제조업
16995,1438119372,(주)기성테크,김남이,26,기기류 제조업
20841,2118745307,(주)인텔리안테크놀로지스,성상엽,26,기기류 제조업
32662,5038145752,(주)대정정보통신,신정수,26,기기류 제조업
14765,1338127929,(주)대한피엔씨,신대건,26,기기류 제조업
32661,5038143813,(주)에임넷,손창호,26,기기류 제조업
6933,1078164551,(주)포인트닉스,정좌락,26,기기류 제조업
12561,1280115977,엠씨피디,최문일,26,기기류 제조업
21089,2122078619,애드웰컴,김상범,26,기기류 제조업
21088,2122054164,샤인텔레콤,송태호,26,기기류 제조업
29164,3658101278,(주)에프에스테크,김창규,26,기기류 제조업
12566,1280186787,수도권서북부,추미영,26,기기류 제조업
12568,1280233180,아프로텔레콤,조진명,26,기기류 제조업
14201,1313078089,이룸시스템,김성복,26,기기류 제조업
25410,3012629569,제이케이모바일,임희숙,26,기기류 제조업
6911,1078142450,(주)지엔씨에너지,안병철,26,기기류 제조업
6912,1078143430,(주)소스텔,안현준,26,기기류 제조업
12581,1280512115,성호전자,안종근,26,기기류 제조업
6913,1078145817,(주)오성미디컴,이정원,26,기기류 제조업
6919,1078153210,에이앤디엔지니어링(주),이원락,26,기기류 제조업
6920,1078154150,(주)케이원,김승일,26,기기류 제조업
14757,1338108219,해주전자(주),윤기호,26,기기류 제조업
21057,2120377350,월드프라자,최태수,26,기기류 제조업
21053,2120286717,동현테크노,이귀남,26,기기류 제조업
6927,1078160410,(주)피앤텔,임수근,26,기기류 제조업
18726,2020126317,우리통신,배상록,26,기기류 제조업
23412,2235400173,엔에스테크,서민영,26,기기류 제조업
21009,2118873299,(주)울트라브이,권한진,26,기기류 제조업
12613,1281685652,삼성유동기기,심보식,26,기기류 제조업
30735,4058600344,(주)에스씨엔,오진오,26,기기류 제조업
26174,3058620190,(주)씨엔에프,노현주,26,기기류 제조업
9625,1140343798,씨앤텍,강미현,26,기기류 제조업
14767,1338136544,(주)지아이티,강진,26,기기류 제조업
32742,5048160703,(주)인더텍,천승호,26,기기류 제조업
20676,2118150171,동흥하이랙(주),김하일,26,기기류 제조업
6989,1078612266,(주)에이취와이테크,정경은,26,기기류 제조업
12717,1283016898,티티텔레콤,민윤희,26,기기류 제조업
6992,1078614075,엘지전자(주),권봉석,26,기기류 제조업
6994,1078614610,(주)비덴트,김영만,26,기기류 제조업
26240,3068134858,(주)지엠에스,강동구,26,기기류 제조업
12723,1283132217,세영전자,지무철,26,기기류 제조업
32806,5058128934,(주)동해에스케이텔래콤,김영삼,26,기기류 제조업
26251,3070177988,조치원대리점,이종호,26,기기류 제조업
9810,1148700824,(주)더블유엠엔터테인먼트,김국진,26,기기류 제조업
14138,1311683984,바울시스템,한상근,26,기기류 제조업
18296,1978100583,(주)넥스트인랩스,여태권,26,기기류 제조업
19150,2042582586,아이티이동통신,안윤숙,26,기기류 제조업
15433,1358128206,(주)창림정보통신,남영우,26,기기류 제조업
25355,3011286388,투윈엔지니어링,최창옥,26,기기류 제조업
14785,1340257168,대신정보통신,안종호,26,기기류 제조업
1498,1050526936,푸른안경콘택트,서동필,26,기기류 제조업
14786,1340268215,티피코시,안수영,26,기기류 제조업
7008,1078624267,(주)다누시스,강원호,26,기기류 제조업
14131,1311548641,신아멀티쉘프,조용성,26,기기류 제조업
15441,1358138456,(주)액티패스,박헌중,26,기기류 제조업
25350,3011236520,태양전선,윤미경,26,기기류 제조업
18682,2018625554,(주)힐세리온,류정원,26,기기류 제조업
14144,1311792312,우림정보통신,홍석길,26,기기류 제조업
11081,1208772089,(주)쓰리윈,김정준,26,기기류 제조업
20684,2118198423,삼익전자공업(주),이재환,26,기기류 제조업
26225,3063870955,위성정보통신,박병남,26,기기류 제조업
23450,2240596844,신원정보통신,박형식,26,기기류 제조업
1583,1050579243,인천공항콜밴,오창성,26,기기류 제조업
20788,2118700810,(주)엔스퍼트,이창석,26,기기류 제조업
20769,2118688352,(주)현우데이타시스템,최현일,26,기기류 제조업
14772,1338509104,(주)의조산업,이호년,26,기기류 제조업
6975,1078401106,후지쯔프론테크(주)한국지점,아사히나타,26,기기류 제조업
20750,2118657688,(주)영일교육시스템,박영종,26,기기류 제조업
23456,2240829725,일진정보,이상균,26,기기류 제조업
20744,2118651762,(주)버텍스아이디,홍순철,26,기기류 제조업
14774,1338600833,나노굿즈(주),김대수,26,기기류 제조업
20739,2118645144,나남에이엘디(주),신경용,26,기기류 제조업
16988,1438111327,(주)오에스티,김정환,26,기기류 제조업
23459,2240998796,명인정보통신,양선우,26,기기류 제조업
32765,5048178858,(주)삼인시스템,이장영,26,기기류 제조업
20734,2118642832,(주)유진로봇,박성주,26,기기류 제조업
20733,2118642472,(주)현대포멕스,유재균,26,기기류 제조업
20732,2118641060,(주)아라온테크,정일창,26,기기류 제조업
20728,2118635200,(주)윈스시스템,이철우,26,기기류 제조업
20724,2118628392,(주)케이텍정보통신,정성욱,26,기기류 제조업
1549,1050562612,한신기업,이세웅,26,기기류 제조업
23464,2241196485,아이와,김응수,26,기기류 제조업
20710,2118612828,(주)금영제너럴,이금기,26,기기류 제조업
14146,1311895747,에이에스티엠엔지니어링,김승수,26,기기류 제조업
20685,2118199077,(주)아이에이,김동진,26,기기류 제조업
16389,1400446340,지앤티,김경국,26,기기류 제조업
16600,1408800325,(주)만나플래닛,조양현,26,기기류 제조업
17103,1448125289,(주)에이샛,송성의,26,기기류 제조업
11823,1238628630,(주)모터에이드,한경민,26,기기류 제조업
22559,2200232279,고려정보통신,김병주,26,기기류 제조업
31475,4098626292,신한네트웍스(주),주양진,26,기기류 제조업
22227,2158794552,(주)쓰리원,이현주,26,기기류 제조업
11827,1238631168,(주)스카이디스플레이,박홍식,26,기기류 제조업
11828,1238631931,(주)고임,고경희,26,기기류 제조업
16411,1400674137,삼보이엔지,최재범,26,기기류 제조업
9328,1138162903,아이케이세미콘(주),윤경덕,26,기기류 제조업
11832,1238637444,(주)네오피스,구춘서,26,기기류 제조업
11837,1238639566,(주)시솔,한동호,26,기기류 제조업
11522,1228108577,(주)에이치케이씨,정재하,26,기기류 제조업
11838,1238640255,(주)텔레스타,이호수,26,기기류 제조업
11512,1223621212,선포전자,김문겸,26,기기류 제조업
11842,1238642592,(주)피에이치,장인숙,26,기기류 제조업
22572,2200336952,나노텍,김민수,26,기기류 제조업
11845,1238643266,(주)이솔리테일,정은자,26,기기류 제조업
11846,1238643683,(주)킴스아이엔씨,김영주,26,기기류 제조업
31498,4098635831,탈렌티스(주),정지영,26,기기류 제조업
9321,1138159261,(주)오픈텔레콤,이재우,26,기기류 제조업
31161,4091276281,파워텔정보통신,이경희,26,기기류 제조업
22206,2158786862,(주)현대아이티,장제만,26,기기류 제조업
11508,1223522631,케이엘시스템,김순영,26,기기류 제조업
11839,1238640653,(주)디피솔루션,김윤복,26,기기류 제조업
11527,1228153524,삼에스전자(주),송승섭,26,기기류 제조업
11813,1238621506,(주)보명이앤씨,송승훈,26,기기류 제조업
22543,2200112086,서울정보통신,김도훈,26,기기류 제조업
